,Symbol,Name,Market Cap,Country,Sector,Industry,XGB StragyReturn,XGB recall -1,XGB recall 0,XGB recall 1,XGB precision -1 ,XGB precision 0,XGB precision 1,XGB accuracy,RandomForest StragyReturn,RandomForest recall -1,RandomForest recall 0,RandomForest recall 1,RandomForest precision -1 ,RandomForest precision 0,RandomForest precision 1,RandomForest accuracy,KNN StragyReturn,KNN recall -1,KNN recall 0,KNN recall 1,KNN precision -1 ,KNN precision 0,KNN precision 1,KNN accuracy,Stacking StragyReturn,Stacking recall -1,Stacking recall 0,Stacking recall 1,Stacking precision -1 ,Stacking precision 0,Stacking precision 1,Stacking accuracy
0,AAP,Advance Auto Parts Inc.,14490170430.0,United States,Consumer Services,Other Specialty Stores,4.575827387856328e-05,0.14754098360655737,0.5576923076923077,0.5576923076923077,0.391304347826087,0.29,0.29,0.32571428571428573,0.000304395467958001,0.13114754098360656,0.6538461538461539,0.6538461538461539,0.4,0.34,0.34,0.3314285714285714,-0.00041179179985365694,0.32786885245901637,0.40384615384615385,0.40384615384615385,0.46511627906976744,0.3,0.3,0.35428571428571426,4.785393065391754e-05,0.36065573770491804,0.4807692307692308,0.4807692307692308,0.3283582089552239,0.3125,0.3125,0.30857142857142855
0,AAPL,Apple Inc. Common Stock,2783509937000.0,United States,Technology,Computer Manufacturing,0.0004580407589632041,0.2,0.25396825396825395,0.25396825396825395,0.3235294117647059,0.3018867924528302,0.3018867924528302,0.29714285714285715,0.0002639135010846597,0.07272727272727272,0.3968253968253968,0.3968253968253968,0.3076923076923077,0.31645569620253167,0.31645569620253167,0.29714285714285715,0.0003298604200272614,0.2,0.5079365079365079,0.5079365079365079,0.24444444444444444,0.3516483516483517,0.3516483516483517,0.3028571428571429,9.311056408580397e-06,0.18181818181818182,0.5873015873015873,0.5873015873015873,0.3225806451612903,0.39361702127659576,0.39361702127659576,0.38285714285714284
0,AAT,American Assets Trust Inc. Common Stock,2284029895.0,United States,Consumer Services,Real Estate Investment Trusts,9.214180708964086e-06,0.17647058823529413,0.36507936507936506,0.36507936507936506,0.2903225806451613,0.42592592592592593,0.42592592592592593,0.3505747126436782,-0.0011003342758103603,0.29411764705882354,0.3968253968253968,0.3968253968253968,0.4411764705882353,0.4166666666666667,0.4166666666666667,0.41954022988505746,-9.946912051814368e-06,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.32075471698113206,0.39705882352941174,0.39705882352941174,0.3563218390804598,-0.00032172680783459597,0.27450980392156865,0.5238095238095238,0.5238095238095238,0.32558139534883723,0.3142857142857143,0.3142857142857143,0.3160919540229885
0,AATC,Autoscope Technologies Corporation Common Stock,37033583.0,United States,Capital Goods,Industrial Machinery/Components,-0.0014609654944753266,0.47058823529411764,0.10204081632653061,0.10204081632653061,0.38095238095238093,0.3125,0.3125,0.34545454545454546,-0.0029809132779798618,0.7058823529411765,0.1836734693877551,0.1836734693877551,0.43636363636363634,0.5294117647058824,0.5294117647058824,0.4727272727272727,-0.0009400011255731281,0.38235294117647056,0.22448979591836735,0.22448979591836735,0.3023255813953488,0.4074074074074074,0.4074074074074074,0.34545454545454546,-0.0008580943209077625,0.35294117647058826,0.5102040816326531,0.5102040816326531,0.34285714285714286,0.43103448275862066,0.43103448275862066,0.4090909090909091
0,AAWW,Atlas Air Worldwide Holdings NEW Common Stock,2602676571.0,United States,Transportation,Transportation Services,0.0002589452515221143,0.2835820895522388,0.3673469387755102,0.3673469387755102,0.34545454545454546,0.3157894736842105,0.3157894736842105,0.33714285714285713,-6.616127702330995e-05,0.29850746268656714,0.20408163265306123,0.20408163265306123,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.35428571428571426,-0.0002396029308633958,0.31343283582089554,0.32653061224489793,0.32653061224489793,0.3181818181818182,0.3137254901960784,0.3137254901960784,0.32,0.00014302653275107953,0.19402985074626866,0.32653061224489793,0.32653061224489793,0.37142857142857144,0.3137254901960784,0.3137254901960784,0.3485714285714286
0,AB,AllianceBernstein Holding L.P.  Units,5276434128.0,United States,Finance,Investment Managers,-0.000326263647338024,0.11320754716981132,0.4067796610169492,0.4067796610169492,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.37714285714285717,0.00017312340778076035,0.0,0.0,0.0,0.0,0.0,0.0,0.33714285714285713,-0.00012323067475971097,0.22641509433962265,0.4915254237288136,0.4915254237288136,0.375,0.38666666666666666,0.38666666666666666,0.38857142857142857,-0.0005235128000326322,0.18867924528301888,0.15254237288135594,0.15254237288135594,0.2702702702702703,0.2903225806451613,0.2903225806451613,0.38857142857142857
0,ABB,ABB Ltd Common Stock,71229820000.0,Switzerland,Consumer Durables,Electrical Products,0.0004907733913623152,0.4027777777777778,0.33962264150943394,0.33962264150943394,0.42028985507246375,0.3333333333333333,0.3333333333333333,0.35428571428571426,-2.9430664030959646e-06,0.5416666666666666,0.32075471698113206,0.32075471698113206,0.48148148148148145,0.40476190476190477,0.40476190476190477,0.4,0.0002527992424787053,0.3194444444444444,0.3584905660377358,0.3584905660377358,0.36507936507936506,0.3275862068965517,0.3275862068965517,0.3314285714285714,-1.1867666750387276e-05,0.5555555555555556,0.32075471698113206,0.32075471698113206,0.425531914893617,0.3333333333333333,0.3333333333333333,0.37142857142857144
0,ABBV,AbbVie Inc. Common Stock,205498425252.0,United States,Health Care,Other Pharmaceuticals,-5.938765255591551e-05,0.45614035087719296,0.3235294117647059,0.3235294117647059,0.3170731707317073,0.4230769230769231,0.4230769230769231,0.33714285714285713,0.00016984926056940692,0.3508771929824561,0.38235294117647056,0.38235294117647056,0.29411764705882354,0.4262295081967213,0.4262295081967213,0.34285714285714286,3.4261225296343406e-05,0.45614035087719296,0.36764705882352944,0.36764705882352944,0.34210526315789475,0.3472222222222222,0.3472222222222222,0.33714285714285713,-0.0003644068439788908,0.5263157894736842,0.19117647058823528,0.19117647058823528,0.4,0.4642857142857143,0.4642857142857143,0.38285714285714284
0,ABC,AmerisourceBergen Corporation Common Stock,25042503220.0,United States,Health Care,Other Pharmaceuticals,0.0004209824212167597,0.22950819672131148,0.390625,0.390625,0.2857142857142857,0.390625,0.390625,0.29714285714285715,-4.6328380098986805e-05,0.19672131147540983,0.390625,0.390625,0.4,0.390625,0.390625,0.34285714285714286,-5.543942276205701e-05,0.2786885245901639,0.28125,0.28125,0.3695652173913043,0.36,0.36,0.32,4.2602583407778017e-05,0.4918032786885246,0.15625,0.15625,0.30303030303030304,0.29411764705882354,0.29411764705882354,0.3028571428571429
0,ABCB,Ameris Bancorp Common Stock,3591783152.0,United States,Finance,Major Banks,0.000437423504048619,0.25,0.3793103448275862,0.3793103448275862,0.3137254901960784,0.3188405797101449,0.3188405797101449,0.3103448275862069,0.00021848306999843598,0.40625,0.39655172413793105,0.39655172413793105,0.4262295081967213,0.3709677419354839,0.3709677419354839,0.3793103448275862,0.0006408792050907323,0.40625,0.46551724137931033,0.46551724137931033,0.37681159420289856,0.39705882352941174,0.39705882352941174,0.367816091954023,0.00029102425567061806,0.375,0.20689655172413793,0.20689655172413793,0.34782608695652173,0.32432432432432434,0.32432432432432434,0.3045977011494253
0,ABCM,Abcam plc American Depositary Shares,5218397804.0,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2.9065752235061845e-05,0.2037037037037037,0.36619718309859156,0.36619718309859156,0.2894736842105263,0.4262295081967213,0.4262295081967213,0.3235294117647059,-0.00018348265628574258,0.018518518518518517,0.2676056338028169,0.2676056338028169,0.25,0.38,0.38,0.3,-0.00022872111698389589,0.5925925925925926,0.23943661971830985,0.23943661971830985,0.3368421052631579,0.4722222222222222,0.4722222222222222,0.36470588235294116,-0.00010605238638986597,0.2037037037037037,0.18309859154929578,0.18309859154929578,0.25,0.3333333333333333,0.3333333333333333,0.27647058823529413
0,ABEO,Abeona Therapeutics Inc. Common Stock,75009217.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,-0.001381037189194852,0.31746031746031744,0.4807692307692308,0.4807692307692308,0.4,0.3048780487804878,0.3048780487804878,0.35428571428571426,-0.0012797519673052892,0.38095238095238093,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.35294117647058826,0.35294117647058826,0.37714285714285717,-0.0005191483607500848,0.2698412698412698,0.19230769230769232,0.19230769230769232,0.3090909090909091,0.22727272727272727,0.22727272727272727,0.33714285714285713,-0.00046029205366834733,0.2698412698412698,0.4230769230769231,0.4230769230769231,0.40476190476190477,0.3333333333333333,0.3333333333333333,0.36
0,ABG,Asbury Automotive Group Inc Common Stock,3770888395.0,United States,Consumer Services,Other Specialty Stores,-0.00046434668332422774,0.4,0.34782608695652173,0.34782608695652173,0.375,0.25806451612903225,0.25806451612903225,0.3448275862068966,0.0002724015532255548,0.35,0.391304347826087,0.391304347826087,0.3684210526315789,0.2903225806451613,0.2903225806451613,0.3448275862068966,-0.000984178609905151,0.4,0.21739130434782608,0.21739130434782608,0.38095238095238093,0.20408163265306123,0.20408163265306123,0.3505747126436782,0.0007545781933167905,0.48333333333333334,0.021739130434782608,0.021739130434782608,0.32954545454545453,0.25,0.25,0.3563218390804598
0,ABGI,ABG Acquisition Corp. I Class A Ordinary Shares,188879014.0,United States,Finance,Business Services,-0.0003533728569983265,0.3,0.15151515151515152,0.15151515151515152,0.6,0.5555555555555556,0.5555555555555556,0.2692307692307692,-0.0003011244910068093,0.3,0.24242424242424243,0.24242424242424243,0.5,0.7272727272727273,0.7272727272727273,0.3269230769230769,-0.00027692696290497444,0.6,0.5454545454545454,0.5454545454545454,0.5,0.782608695652174,0.782608695652174,0.5384615384615384,-0.00047258977188275285,0.4,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.6285714285714286,0.6285714285714286,0.5192307692307693
0,ABIO,ARCA biopharma Inc. Common Stock,34007937.0,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,-0.0006568322889592724,0.4074074074074074,0.23076923076923078,0.23076923076923078,0.3283582089552239,0.2926829268292683,0.2926829268292683,0.3657142857142857,0.0014335226668186962,0.35185185185185186,0.38461538461538464,0.38461538461538464,0.25333333333333335,0.2898550724637681,0.2898550724637681,0.2857142857142857,0.0005439437779265128,0.3333333333333333,0.5576923076923077,0.5576923076923077,0.33962264150943394,0.3411764705882353,0.3411764705882353,0.34285714285714286,-0.001858593909377443,0.3148148148148148,0.3269230769230769,0.3269230769230769,0.37777777777777777,0.34,0.34,0.37714285714285717
0,ABM,ABM Industries Incorporated Common Stock,3185885024.0,United States,Technology,Diversified Commercial Services,-0.0005052849736874619,0.4696969696969697,0.28846153846153844,0.28846153846153844,0.4492753623188406,0.32608695652173914,0.32608695652173914,0.3850574712643678,0.0003162142588440733,0.4393939393939394,0.40384615384615385,0.40384615384615385,0.37662337662337664,0.40384615384615385,0.40384615384615385,0.3620689655172414,-4.453910323403505e-05,0.3484848484848485,0.4807692307692308,0.4807692307692308,0.3709677419354839,0.3424657534246575,0.3424657534246575,0.3563218390804598,8.392328803163663e-05,0.3787878787878788,0.21153846153846154,0.21153846153846154,0.3125,0.23404255319148937,0.23404255319148937,0.26436781609195403
0,ABMD,ABIOMED Inc. Common Stock,15468691625.0,United States,Health Care,Medical/Dental Instruments,-0.00032021432605136856,0.3050847457627119,0.2619047619047619,0.2619047619047619,0.3333333333333333,0.22916666666666666,0.22916666666666666,0.33714285714285713,0.00018703635731927577,0.3050847457627119,0.2857142857142857,0.2857142857142857,0.3050847457627119,0.3076923076923077,0.3076923076923077,0.36,2.686580701341893e-05,0.5084745762711864,0.3333333333333333,0.3333333333333333,0.33707865168539325,0.28,0.28,0.3314285714285714,0.00036720489493753894,0.23728813559322035,0.35714285714285715,0.35714285714285715,0.2978723404255319,0.2631578947368421,0.2631578947368421,0.32571428571428573
0,ABNB,Airbnb Inc. Class A Common Stock,117144692955.0,United States,Capital Goods,Industrial Machinery/Components,-0.0005783850384193557,0.42592592592592593,0.16129032258064516,0.16129032258064516,0.35384615384615387,0.30303030303030304,0.30303030303030304,0.34285714285714286,-0.00046857931909388006,0.2222222222222222,0.24193548387096775,0.24193548387096775,0.42857142857142855,0.375,0.375,0.37714285714285717,-0.0006530854065080075,0.37037037037037035,0.22580645161290322,0.22580645161290322,0.3225806451612903,0.27450980392156865,0.27450980392156865,0.32,-0.0005873980599112247,0.3888888888888889,0.27419354838709675,0.27419354838709675,0.3230769230769231,0.27419354838709675,0.27419354838709675,0.3142857142857143
0,ABOS,Acumen Pharmaceuticals Inc. Common Stock,399015338.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,0.0009188103563060427,0.38095238095238093,0.3235294117647059,0.3235294117647059,0.26229508196721313,0.23404255319148937,0.23404255319148937,0.2824427480916031,-0.0007398426504358819,0.5952380952380952,0.2647058823529412,0.2647058823529412,0.352112676056338,0.23076923076923078,0.23076923076923078,0.3511450381679389,0.00045667029826703797,0.38095238095238093,0.2647058823529412,0.2647058823529412,0.3018867924528302,0.21951219512195122,0.21951219512195122,0.33587786259541985,-0.002164994477629982,0.5952380952380952,0.35294117647058826,0.35294117647058826,0.4032258064516129,0.42857142857142855,0.42857142857142855,0.44274809160305345
0,ABR,Arbor Realty Trust Common Stock,2769304659.0,United States,Consumer Services,Real Estate Investment Trusts,-0.0002001011568909757,0.37777777777777777,0.11764705882352941,0.11764705882352941,0.2463768115942029,0.32,0.32,0.32,-0.0003932270760670304,0.2,0.22058823529411764,0.22058823529411764,0.3333333333333333,0.45454545454545453,0.45454545454545453,0.37142857142857144,-0.00043326297238666014,0.3111111111111111,0.1323529411764706,0.1323529411764706,0.2916666666666667,0.25,0.25,0.32,0.0001571521324414182,0.35555555555555557,0.39705882352941174,0.39705882352941174,0.26666666666666666,0.4426229508196721,0.4426229508196721,0.3657142857142857
0,ABSI,Absci Corporation Common Stock,1023135766.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,0.0015369359731271092,0.2558139534883721,0.3684210526315789,0.3684210526315789,0.3333333333333333,0.5,0.5,0.34782608695652173,0.0024078331189276944,0.2558139534883721,0.18421052631578946,0.18421052631578946,0.4074074074074074,0.30434782608695654,0.30434782608695654,0.3130434782608696,-0.0014893342924910719,0.4883720930232558,0.18421052631578946,0.18421052631578946,0.38181818181818183,0.2916666666666667,0.2916666666666667,0.3217391304347826,0.0016473665771574307,0.7906976744186046,0.0,0.0,0.38636363636363635,0.0,0.0,0.3652173913043478
0,ABT,Abbott Laboratories Common Stock,224289519148.0,United States,Health Care,Medical/Dental Instruments,0.00029306084024294574,0.35135135135135137,0.4888888888888889,0.4888888888888889,0.4126984126984127,0.3333333333333333,0.3333333333333333,0.36,-0.0001711895186268182,0.32432432432432434,0.35555555555555557,0.35555555555555557,0.47058823529411764,0.2807017543859649,0.2807017543859649,0.3657142857142857,0.0002839593243740254,0.22972972972972974,0.37777777777777777,0.37777777777777777,0.40476190476190477,0.3269230769230769,0.3269230769230769,0.35428571428571426,0.00012142729697033763,0.2972972972972973,0.4444444444444444,0.4444444444444444,0.4,0.3448275862068966,0.3448275862068966,0.34285714285714286
0,ABTX,Allegiance Bancshares Inc. Common Stock,889269322.0,United States,Finance,Major Banks,-0.0003516433065181403,0.27692307692307694,0.4,0.4,0.391304347826087,0.4489795918367347,0.4489795918367347,0.39520958083832336,0.00011307556318531284,0.2,0.2545454545454545,0.2545454545454545,0.3939393939393939,0.30434782608695654,0.30434782608695654,0.32934131736526945,0.0004387575081335067,0.2153846153846154,0.23636363636363636,0.23636363636363636,0.34146341463414637,0.28888888888888886,0.28888888888888886,0.281437125748503,0.0006025692530273852,0.38461538461538464,0.36363636363636365,0.36363636363636365,0.32894736842105265,0.37037037037037035,0.37037037037037035,0.31736526946107785
0,ABVC,ABVC BioPharma Inc. Common Stock,88253168.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,0.018063386656755515,0.225,0.34375,0.34375,0.34615384615384615,0.3142857142857143,0.3142857142857143,0.3448275862068966,-0.008419434982506213,0.275,0.34375,0.34375,0.4074074074074074,0.34375,0.34375,0.4224137931034483,0.013101854305255293,0.3,0.25,0.25,0.34285714285714286,0.22857142857142856,0.22857142857142856,0.33620689655172414,-0.02333086003885069,0.275,0.40625,0.40625,0.44,0.22807017543859648,0.22807017543859648,0.3275862068965517
0,AC,Associated Capital Group Inc. Common Stock,909896089.0,United States,Finance,Investment Bankers/Brokers/Service,-0.0015570487994730614,0.475,0.06666666666666667,0.06666666666666667,0.38,0.2222222222222222,0.2222222222222222,0.37606837606837606,-0.0006667618438887957,0.4,0.13333333333333333,0.13333333333333333,0.42105263157894735,0.2,0.2,0.38461538461538464,0.0013489231334036546,0.325,0.36666666666666664,0.36666666666666664,0.28888888888888886,0.34375,0.34375,0.3418803418803419,-0.0014534946463730805,0.425,0.3333333333333333,0.3333333333333333,0.4594594594594595,0.2564102564102564,0.2564102564102564,0.38461538461538464
0,ACAD,ACADIA Pharmaceuticals Inc. Common Stock,3078476845.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,-0.0003972149681103744,0.2692307692307692,0.3582089552238806,0.3582089552238806,0.3333333333333333,0.46153846153846156,0.46153846153846156,0.3657142857142857,-0.00015559309188133122,0.28846153846153844,0.16417910447761194,0.16417910447761194,0.3488372093023256,0.5,0.5,0.3657142857142857,0.0004165800083639555,0.2692307692307692,0.44776119402985076,0.44776119402985076,0.2916666666666667,0.4166666666666667,0.4166666666666667,0.37714285714285717,0.00019360615961194064,0.5769230769230769,0.208955223880597,0.208955223880597,0.3157894736842105,0.4827586206896552,0.4827586206896552,0.33714285714285713
0,ACBAW,Ace Global Business Acquisition Limited Warrant,0.0,Hong Kong,Finance,Business Services,0.0036431270953062997,0.3333333333333333,0.36,0.36,0.25,0.6428571428571429,0.6428571428571429,0.3333333333333333,-0.0007967283896160249,0.5833333333333334,0.24,0.24,0.3181818181818182,0.5454545454545454,0.5454545454545454,0.3333333333333333,-0.0012139422584467056,0.5833333333333334,0.48,0.48,0.3684210526315789,0.631578947368421,0.631578947368421,0.4444444444444444,0.004044676176985874,0.25,0.28,0.28,0.1875,0.3888888888888889,0.3888888888888889,0.24444444444444444
0,ACBI,Atlantic Capital Bancshares Inc. Common Stock,589243032.0,United States,Finance,Major Banks,0.00048361848698733506,0.3230769230769231,0.35294117647058826,0.35294117647058826,0.39622641509433965,0.3673469387755102,0.3673469387755102,0.3493975903614458,0.00028232604648220237,0.24615384615384617,0.21568627450980393,0.21568627450980393,0.3902439024390244,0.3142857142857143,0.3142857142857143,0.3313253012048193,-6.779201422201868e-05,0.2153846153846154,0.45098039215686275,0.45098039215686275,0.3888888888888889,0.3108108108108108,0.3108108108108108,0.3433734939759036,-0.00039426265718341076,0.5076923076923077,0.21568627450980393,0.21568627450980393,0.39759036144578314,0.21568627450980393,0.21568627450980393,0.30120481927710846
0,ACC,American Campus Communities Inc Common Stock,7422616831.0,United States,Consumer Services,Real Estate Investment Trusts,-0.00023869426790736197,0.25,0.5384615384615384,0.5384615384615384,0.43243243243243246,0.39436619718309857,0.39436619718309857,0.4,-0.00018339971061672364,0.1875,0.3269230769230769,0.3269230769230769,0.48,0.34,0.34,0.37142857142857144,0.0003078459771752952,0.109375,0.75,0.75,0.4117647058823529,0.3,0.3,0.30857142857142855,0.00033038916978316306,0.09375,0.6153846153846154,0.6153846153846154,0.23076923076923078,0.2962962962962963,0.2962962962962963,0.2742857142857143
0,ACCO,Acco Brands Corporation Common Stock,808925792.0,United States,Consumer Services,Advertising,-8.434342023490131e-05,0.25862068965517243,0.41509433962264153,0.41509433962264153,0.30612244897959184,0.4,0.4,0.3699421965317919,-0.0003009573349810946,0.43103448275862066,0.2830188679245283,0.2830188679245283,0.3787878787878788,0.3409090909090909,0.3409090909090909,0.36416184971098264,-0.000966538448689396,0.39655172413793105,0.32075471698113206,0.32075471698113206,0.4107142857142857,0.2786885245901639,0.2786885245901639,0.34104046242774566,0.0013244864641638657,0.3275862068965517,0.3584905660377358,0.3584905660377358,0.3064516129032258,0.3392857142857143,0.3392857142857143,0.31213872832369943
0,ACEL,Accel Entertainment Inc. ,1153263615.0,United States,Consumer Services,Recreational Products/Toys,0.0006298794101990792,0.2857142857142857,0.2037037037037037,0.2037037037037037,0.3018867924528302,0.22916666666666666,0.22916666666666666,0.3081395348837209,-2.2886037282116815e-06,0.26785714285714285,0.4444444444444444,0.4444444444444444,0.3409090909090909,0.36923076923076925,0.36923076923076925,0.36627906976744184,-0.0006190887571837595,0.35714285714285715,0.2777777777777778,0.2777777777777778,0.43478260869565216,0.2054794520547945,0.2054794520547945,0.29651162790697677,-0.0008352958847862917,0.39285714285714285,0.2962962962962963,0.2962962962962963,0.3384615384615385,0.43243243243243246,0.43243243243243246,0.43023255813953487
